Startup_Name,Industry,City,Investors,Round_Type,Amount_USD,Year,Amount_in_Crores
MilkBasket,Consumer Internet,Gurgaon,EVC Ventures,Seed Funding,500000.0,2016,0.05
ICHR,Consumer Internet,New Delhi,Unknown,Seed Funding,450000.0,2016,0.045
Transerv,Consumer Internet,Mumbai,"IDFC SPICE Fund, Micromax Informatics",Private Equity,15000000.0,2016,1.5
Roposo,eCommerce,Gurgaon,Bertelsmann India Investments,Private Equity,15000000.0,2016,1.5
ClearTax,Consumer Internet,Bangalore,"Max Levchin, Scott Banister",Private Equity,1300000.0,2016,0.13
Commut,Consumer Internet,Hyderabad,50K Ventures,Seed Funding,200000.0,2016,0.02
Dropkaffe,Food & Beverage,Bangalore,"GrowthStory, Apurva Salapuria, Hitesh Oberoi, Sidharth Pansari, Nirupa Shankar",Seed Funding,550000.0,2016,0.055
Licious,eCommerce,Bangalore,Mayfield India II Management Ltd,Private Equity,3000000.0,2016,0.3
TOKO Innovation Studios,Consumer Internet,New Delhi,Indian Angel network,Seed Funding,450000.0,2016,0.045
1mg,eCommerce,Gurgaon,"Maverick Capital Ventures, Sequoia Capital, Omidyar Network",Private Equity,15000000.0,2016,1.5
CollegeDekho,Consumer Internet,New Delhi,Man Capital,Private Equity,2000000.0,2016,0.2
Betaout,eCommerce,Noida,"Stanford Angels, LetsVenture, Chennai Angels, Hyderabad Angels, Mumbai Angels",Private Equity,1500000.0,2016,0.15
DriversCart,Consumer Internet,Chennai,ah! Ventures,Seed Funding,450000.0,2016,0.045
Jugnoo,Consumer Internet,Chandigarh,Paytm & existing investors,Private Equity,10000000.0,2016,1.0
NestAway,Consumer Internet,Bangalore,Tiger Global,Private Equity,30000000.0,2016,3.0
Tapchief,Consumer Internet,Bangalore,Vijay Shekhar Sharma,Seed Funding,150000.0,2016,0.015
Vyomo,Consumer Internet,New Delhi,Naturals Salon Chain,Private Equity,15000000.0,2016,1.5
RenewBuy,Consumer Internet,New Delhi,Mount Nathan Advisors,Seed Funding,1000000.0,2016,0.1
BeaconsTalk,Technology,Mumbai,"Rajeev Agrawal, Prashant Gooty",Seed Funding,100000.0,2016,0.01
Legalraasta,Consumer Internet,New Delhi,"Pravin Khandelwal, Yatin Kumar Jain",Seed Funding,1000000.0,2016,0.1
RainCan,Consumer Internet,Pune,Dr. Aniruddha Malpani,Seed Funding,150000.0,2016,0.015
Hippily,eCommerce,Mumbai,"Dr. Sridhar Ramaswamy, Rakesh Mathur",Seed Funding,250000.0,2016,0.025
kredX,eCommerce,Bangalore,"Prime Venture Partners,",Seed Funding,750000.0,2016,0.075
MagicX,Consumer Internet,Bangalore,"Kris Gopalakrishnan, Dr. Ranjan Pai",Seed Funding,1000000.0,2016,0.1
Living Local,Consumer Internet,Mumbai,Rattan Chadha,Seed Funding,200000.0,2016,0.02
PriceRaja,Consumer Internet,Gurgaon,Prashant Puri,Seed Funding,300000.0,2016,0.03
Oyo,Consumer Internet,New Delhi,"Softbank, Sequoia Capital, Lightspeed Venture Partners, Greenoaks Capital, DSG Consumer Partners and Venture Nursery",Private Equity,100000000.0,2016,10.0
imedilane,Consumer Internet,New Delhi,"Mahendra Patel, Nilender Chauhan",Seed Funding,40000.0,2016,0.004
Petoo,Consumer Internet,Bangalore,Axilor Ventures,Private Equity,1000000.0,2016,0.1
MyGlamm,Consumer Internet,Mumbai,L’Occitane,Private Equity,6000000.0,2016,0.6
gear6,Consumer Internet,Bangalore,Ninestarter,Seed Funding,500000.0,2016,0.05
Shipsy,Logistics,Gurgaon,DTDC Express Ltd,Private Equity,1000000.0,2016,0.1
Hungama,Consumer Internet,Mumbai,Xiaomi Inc,Private Equity,25000000.0,2016,2.5
Dil Mil,Consumer Internet,SFO / Bangalore,"Nelstone Ventures, Transmedia Capital, Maiden Lane Ventures, CSC Upshot & Angel investors",Private Equity,2700000.0,2016,0.27
Touchkin,Healthcare,Bangalore,"Alok Mittal, Amit Gupta, Anuj Srivastava, Himanshu Aggarwal, Raghunandan G, Puneet Agarwal",Seed Funding,400000.0,2016,0.04
Veritas Finance,Finance,Chennai,Sarva Capital,Private Equity,4700000.0,2016,0.47
Babygogo,Consumer Internet,New Delhi,"Rajul Garg, Daljit Singh, Aditya Vij, Kishore Kumar, Shuchin Bajaj",Seed Funding,300000.0,2016,0.03
FixNix,Consumer Internet,Chennai,Jay Vijayan,Seed Funding,500000.0,2016,0.05
QikShip,Consumer Internet,New Delhi,undisclosed investors,Seed Funding,200000.0,2016,0.02
Schoolkart,eCommerce,Noida,Undisclosed investors,Seed Funding,300000.0,2016,0.03
Horntell,Consumer Internet,Gurgaon,"Bharanidharan Viswanathan, Sanjiv Mittal, Shobhit Shukla, Rahul Agarwal",Seed Funding,150000.0,2016,0.015
SP Robotics,Technology,Chennai,"Indian Angel Network,",Seed Funding,300000.0,2016,0.03
Wheelstreet,Consumer Internet,Bangalore,Broadbean Capital services,Private Equity,500000.0,2016,0.05
eKincare,Consumer Internet,Hyderabad,"BitChemy Ventures, Maheshwari Investments Pvt Ltd, Anshoo Gaur, Rama Krishna Reddy, Sandeep Seerapu",Private Equity,330000.0,2016,0.033
Endless Robotics,Technology,Hyderabad,"Devidas Desai, Vipul Gautam, Singapore Angel Network",Seed Funding,100000.0,2016,0.01
Byju’s,Consumer Internet,Bangalore,"Sequoia India, Sofina",Private Equity,75000000.0,2016,7.5
DrivoJoy,Consumer Internet,Bangalore,"Indian Angel Network, Tracxn Labs & Others",Seed Funding,600000.0,2016,0.06
BigBasket,eCommerce,Bangalore,Abraaj Group,Private Equity,150000000.0,2016,15.0
CreditSeva,Consumer Internet,Hyderabad,"Pix Vine Capital, Infocomm Development Authority of Singapore",Seed Funding,360000.0,2016,0.036
Room On Call,Consumer Internet,Gurgaon,CASHurDRIVE Marketing Pvt Ltd,Private Equity,2000000.0,2016,0.2
goSporto,Consumer Internet,New Delhi,Naveen Gupta,Seed Funding,30000.0,2016,0.003
Hello Curry,Food & Beverage,Hyderabad,Sashi Reddi & Other unnamed investors,Private Equity,1500000.0,2016,0.15
Liftiee,Consumer Internet,Mumbai,"Rannvijay Singh, Anita Hassanandani",Seed Funding,108000.0,2016,0.0108
HealthEnablr,Consumer Internet,Mumbai,Undisclosed investors,Seed Funding,800000.0,2016,0.08
Qlivery,Consumer Internet,Gurgaon,Swastika Company Ltd,Seed Funding,230000.0,2016,0.023
Pramati,Healthcare,Noida,Undisclosed investors,Seed Funding,200000.0,2016,0.02
Wealthy,Consumer Internet,Bangalore,"Zishaan Hayath, Abhishek Goyal, Arjun and Rohan Malhotra, Harpreet Singh Grover, Gagan Dugal",Seed Funding,250000.0,2016,0.025
Gapoon,Consumer Internet,Bangalore,"Chandrashekar Tallapragada, Pankaj Kapoor",Seed Funding,180000.0,2016,0.018
WithMe,Consumer Internet,Gurgaon,"Alex Kuruvilla, Pradeep Guha, Saket Dhankar, Rajan Pandhare",Seed Funding,250000.0,2016,0.025
Proximit,Technology,Pune,Funding through 1Crowd platform,Seed Funding,150000.0,2016,0.015
FlipClass,Consumer Internet,Bangalore,"S Chand and Co Pvt Ltd, Blume Ventures",Private Equity,1000000.0,2016,0.1
TruckingCube,Logistics,New Delhi,Agarwal Movers Group,Private Equity,14900000.0,2016,1.49
PinkBlue,ECommerce,Bangalore,"Hari Krishna, Ajay Modani, Dr V Ravinder, Anirudh Rastogi, Abhishek Jain, Rakesh Gakhar, Rajeev Mudumba, Nagendra Prasad Bhanuprakash",Seed Funding,223608.0,2016,0.0223608
Big Fish Ventures,Food & Beverage,New Delhi,Undisclosed investors,Private Equity,11100000.0,2016,1.11
Icertis,Technology,Pune/Seattle,"Ignition Partners, Greycroft Partners, Fidelity Growth Partners India",Private Equity,15000000.0,2016,1.5
Supplified,ECommerce,New Delhi,Mohit Goel,Seed Funding,1000000.0,2016,0.1
MyGubbi,Real Estate,Bangalore,"Vipul Parekh, ajesh K Murthy,",Seed Funding,2500000.0,2016,0.25
SmartVizX,Technology,Noida,"Indian Angel Network, Stanford Angels, Entrepreneurs India",Seed Funding,500000.0,2016,0.05
Nukkad Shops,Consumer Internet,Hyderabad,PurpleTalk Inc,Seed Funding,1000000.0,2016,0.1
Justride,Consumer Internet,Mumbai,Dheeraj Jain & Other angel investors,Seed Funding,400000.0,2016,0.04
dunzo,Consumer Internet,Bangalore,"Aspada Investment Advisors, Blume Ventures.",Seed Funding,650000.0,2016,0.065
LoveCycles,Consumer Internet,Bangalore,Prime Venture Partners,Seed Funding,750000.0,2016,0.075
Kartrocket,ECommerce,New Delhi,"Undisclosed Japanese investor, Bertelsmann India Investments, Nirvana Digital India Fund, Nirvana Digital Investment Holding Co Ltd, 500 Start-Ups",Private Equity,8000000.0,2016,0.8
Medidaili,Consumer Internet,Bangalore,Undisclosed private investors,Seed Funding,100000.0,2016,0.01
Vanity Cube,Consumer Internet,New Delhi,Unicorn Ventures,Seed Funding,250000.0,2016,0.025
Reach,Consumer Internet,Bangalore,"Rebright Partners, Sol Primero, Sudhir Anandarao, Ankur Warikoo, Ankur Singla",Seed Funding,500000.0,2016,0.05
Ninjacart,ECommerce,Bangalore,"Accel Partners, Qualcomm Ventures, M&S Partners, Zop Smart",Private Equity,3000000.0,2016,0.3
N.O.W,Consumer Internet,Noida,"Ruchirans Jaipuria, Anuj Sanghi",Seed Funding,500000.0,2016,0.05
FTCash,Consumer Internet,Kolkata,IvyCap Ventures,Seed Funding,150000.0,2016,0.015
medECUBE,Healthcare,Gurgaon,Artiman Ventures,Private Equity,4000000.0,2016,0.4
Zappka,Consumer Internet,Gurgaon,"Daman Soni, Rajat Gupta & Others",Seed Funding,100000.0,2016,0.01
Aahaa,ECommerce,Chennai,"YourNest Angel Fund,",Private Equity,1000000.0,2016,0.1
Shouut,Consumer Internet,New Delhi,Undisclosed investor,Seed Funding,500000.0,2016,0.05
Imarticus Learning,Education,Mumbai,"Blinc Advisors, Amit Nanavati, Tashwinder Singh, Taranjit Jaswal, Amit Khanna",Private Equity,1000000.0,2016,0.1
Systemantics,Technology,Bangalore,"Nandan Nilekani, Accel Partners",Private Equity,1400000.0,2016,0.14
MoMark,Consumer Internet,Noida,YourNest Angel Fund,Private Equity,600000.0,2016,0.06
Hopscotch,eCommerce,Mumbai,Eduardo Saverin,Private Equity,13000000.0,2016,1.3
EduBridge,Consumer Internet,Mumbai,"Insitor Impact Asia Fund, Acumen Fund",Private Equity,2500000.0,2016,0.25
Freedom Smart Labs,Technology,New Delhi,Kapil Goel,Seed Funding,145000.0,2016,0.0145
Juspay,Consumer Internet,Bangalore,"Accel Partners, Ashish Hemrajani, Parikshit Dar, Rajesh Balpande",Private Equity,5800000.0,2016,0.58
OfBusiness,eCommerce,Gurgaon,Matrix Partners India,Private Equity,5000000.0,2016,0.5
Funcart,eCommerce,New Delhi,Undisclosed HNIs,Seed Funding,70000.0,2016,0.007
Pocketin,Consumer Internet,Noida,Swastika Company Ltd,Seed Funding,150000.0,2016,0.015
AppilyEver,Consumer Internet,Hyderabad,"Varun Aggarwal, Suresh Venkat, Raj Y",Seed Funding,400000.0,2016,0.04
NoBroker,Consumer Internet,Bangalore,"Beenext, Digital Garage, Beenos, Qualgro, Mamoru Taniya, SAIF Partners",Private Equity,10000000.0,2016,1.0
Sayfix,Consumer Internet,Bangalore,Yajnanarayana Kammaje,Seed Funding,160000.0,2016,0.016
CupoNation,Consumer Internet,Gurgaon,"Rocket Internet AG, Holtzbrink Ventures, New Enterprise Associates (NEA), e.ventures, ru-Net, Deutsche Telekom Strategic Investments (DTSI), Silicon Valley Bank",Private Equity,11000000.0,2016,1.1
Baby Berry,Consumer Internet,Bangalore,Nitin Bagmane & Other undisclosed investors,Seed Funding,1000000.0,2016,0.1
Magicpin,Consumer Internet,New Delhi,Lightspeed India,Private Equity,3000000.0,2016,0.3
First Eat,Consumer Internet,New Delhi,Undisclosed investor,Seed Funding,100000.0,2016,0.01
Taskbob,Consumer Internet,Mumbai,"IvyCap Ventures, Orios Venture Partners, Mayfield India",Private Equity,4500000.0,2016,0.45
Styledotme,Consumer Internet,New Delhi,Indian Angel Network,Seed Funding,37000.0,2016,0.0037
Jaypore,ECommerce,New Delhi,Aavishkaar,Private Equity,5000000.0,2016,0.5
Advantage Club,Consumer Internet,Gurgaon,Purvi Ventures & Others,Seed Funding,400000.0,2016,0.04
HealthKumbh,Consumer Internet,Ahmedabad,Undisclosed investor,Seed Funding,73000.0,2016,0.0073
Careongo,ECommerce,New Delhi,Farooq Oomerbhoy & Other angel investors,Seed Funding,300000.0,2016,0.03
Ark Robot,Technology,Bangalore,Qualcomm (Through QPrize Contest),Seed Funding,350000.0,2016,0.035
Avanti Learning,Education,New Delhi,Michael & Susan Dell Foundation,Private Equity,5000000.0,2016,0.5
The Viral Fever,Consumer Internet,Mumbai,Tiger Global,Private Equity,10000000.0,2016,1.0
GameZop,Technology,New Delhi,"KWAN Entertainment & Marketing Solutions, Powerhouse Ventures & Others",Seed Funding,350000.0,2016,0.035
TableHero,Consumer Internet,Bangalore,"GrowX Ventures, Kunal Shah, Sandeep Tandon, Haresh Chawla, Powai Lake Ventures, Globevestor",Seed Funding,1000000.0,2016,0.1
icustommadeit,eCommerce,Pune,"Brand Capital, Siddhivinayak Skyscrapers, Dinesh R. Challa",Private Equity,4000000.0,2016,0.4
BetterPlace,Technology,Bangalore,Unitus Seed Fund,Seed Funding,970000.0,2016,0.097
Aasaanjobs,Consumer Internet,Mumbai,"Aspada Advisors, IDG Ventures,  Inventus Capital",Private Equity,5000000.0,2016,0.5
Buddy,Finance,Bangalore,"Blume Ventures,  Tracxn Labs",Seed Funding,500000.0,2016,0.05
RentSher,Consumer Internet,Bangalore,"Vaibhav Doshi, Abhay Singhal, Vibhu Garg, Joby Babu, Abhishek Acharya, Manish Shah",Seed Funding,300000.0,2016,0.03
GoYaNo,Consumer Internet,Gurgaon,Mukesh Kumar Gupta,Seed Funding,50000.0,2016,0.005
Snapdeal,eCommerce,New Delhi,Ontario Teachers’ Pension Plan & Others,Private Equity,200000000.0,2016,20.0
RKSV,Consumer Internet,Mumbai,Kalaari Capital,Private Equity,4000000.0,2016,0.4
Bonhomia,Food & Beverage,New Delhi,"Alok Rawat, Grey Orange Robotics",Seed Funding,1000000.0,2016,0.1
iGrenEnergi,Technology,Mumbai,Sunil Mehta,Seed Funding,1000000.0,2016,0.1
ActOnMagic,Technology,Bangalore,Jayabalan Subramanian,Seed Funding,125000.0,2016,0.0125
Affimity,Consumer Internet,Bangalore,undisclosed investors,Seed Funding,1200000.0,2016,0.12
Capzest,Consumer Internet,Mumbai,Lion Ventures,Seed Funding,200000.0,2016,0.02
Anandakanda,Technology,Pune,undisclosed investors,Seed Funding,150000.0,2016,0.015
Xpressbees,ECommerce,Pune,"SAIF Partners, IDG Ventures India, Vertex Ventures, Valiant Capital",Private Equity,12500000.0,2016,1.25
AdUrCup,Consumer Internet,New Delhi,Green House Ventures (GHV),Seed Funding,100000.0,2016,0.01
iStyleYou,Consumer Internet,Gurgaon,Green House Ventures (GHV),Seed Funding,100000.0,2016,0.01
Heads Up For Tails,Ecommerce,New Delhi,Undisclosed investors,Seed Funding,1000000.0,2016,0.1
ZenDrive,Technology,Bangalore / SFO,"Sherpa Capital, Nyca Partners and Thomvest Ventures",Private Equity,13500000.0,2016,1.35
Gingercrush,Ecommerce,Vadodara,"Saha Fund, TV Mohandas Pai, Zia Mody, Mumbai Angels, Ananda Kallugadde, Rakesh Desai, Rakesh Malhotra",Private Equity,1000000.0,2016,0.1
DawaiLelo,Consumer Internet,Varanasi,Undisclosed investors,Seed Funding,52000.0,2016,0.0052
American Vision,Consumer Internet,Pune,Undisclosed investors,Seed Funding,81000.0,2016,0.0081
Perfumery,ECommerce,New Delhi,Oranda Global & Others,Seed Funding,30000.0,2016,0.003
RoadGods,ECommerce,New Delhi,Green House Ventures (GHV),Seed Funding,100000.0,2016,0.01
Mazkara,Consumer Internet,Pune / Dubai,Dunamis Ventures Pte Ltd.,Seed Funding,1000000.0,2016,0.1
Pindropmusic,Consumer Internet,Noida,Green House Ventures (GHV),Seed Funding,100000.0,2016,0.01
Woodpie,Consumer Internet,Bangalore,Ingram Content Group,Seed Funding,30000.0,2016,0.003
Strike,Consumer Internet,Bangalore,Multiple investors through Ten Minute Million competition,Seed Funding,22500.0,2016,0.00225
MaaxMarket,Consumer Internet,Unknown,Multiple investors through Ten Minute Million competition,Seed Funding,22500.0,2016,0.00225
Gamooz,Technology,Gurgaon,Multiple investors through Ten Minute Million competition,Seed Funding,22500.0,2016,0.00225
Altizone,Technology,Pune,"Wipro Ventures,  Lumis Partners",Private Equity,4000000.0,2016,0.4
SoundSurround,Technology,Mumbai,Multiple investors through Ten Minute Million competition,Seed Funding,22500.0,2016,0.00225
Truebil,ECommerce,Mumbai,"Kalaari Capital, Inventus Capital, Tekton Ventures, Kae Capital",Private Equity,5150000.0,2016,0.515
FreshMenu,Consumer Internet,Bangalore,"Zodius Technology Fund, Lightspeed Venture Partners",Private Equity,17000000.0,2016,1.7
Rare Media,Technology,New Delhi,Info Edge (India) Ltd,Private Equity,1100000.0,2016,0.11
Qriyo,Consumer Internet,Jodhpur,Idein Ventures,Seed Funding,160000.0,2016,0.016
Aisle,Consumer Internet,Bangalore,"TermSheet, ah! Ventures",Seed Funding,185000.0,2016,0.0185
Truce,FMCG,Mumbai,"Anupam Mittal, Amit Gupta, Utsav Somani, Neeraj Goenka, Farooq Adam Mukadam",Seed Funding,370000.0,2016,0.037
Zebi (yet to launch),Technology,Hyderabad,Un disclosed investors,Seed Funding,1000000.0,2016,0.1
Applicate,Technology,Bangalore,Undisclosed investors,Seed Funding,1000000.0,2016,0.1
Buildzar,ECommerce,Gurgaon,Puneet Dalmia,Private Equity,4000000.0,2016,0.4
Power2SME,Consumer Internet,Gurgaon,"Nandan Nilekani, Accel Partners, Kalaari Capital and Inventus Capital",Private Equity,21000000.0,2016,2.1
SIFTR Labs,Consumer Internet,Mumbai,Venture Catalysts,Seed Funding,150000.0,2016,0.015
SnapBizz,ECommerce,Bangalore,"Jungle Ventures, Taurus Value Creation, Konly Venture, Blume Ventures",Private Equity,7200000.0,2016,0.72
Qubole,Technology,Bangalore,"Institutional Venture Partners, Norwest Venture Partners, Lightspeed Venture Partners, CRV",Private Equity,30000000.0,2016,3.0
ShabdaNagari,Consumer Internet,Kanpur,Kanpur Angels & Others,Seed Funding,200000.0,2016,0.02
Silvan,Technology,Bangalore,The Chennai Angels,Seed Funding,515000.0,2016,0.0515
EPS,Technology,Mumbai,APIS Partners,Private Equity,35000000.0,2016,3.5
Easypolicy,Consumer Internet,Noida,Unilazer Ventures,Private Equity,2200000.0,2016,0.22
Fisdom,Consumer Internet,Bangalore,Rob Chandra,Seed Funding,500000.0,2016,0.05
Housing.com,Consumer Internet,Mumbai,SoftBank Corp,Private Equity,15000000.0,2016,1.5
CREO,Technology,Bangalore,"Sequoia Capital, Beenext Ventures, India Quotient, Anand Chandrasekaran",Private Equity,3000000.0,2016,0.3
IndustryBuying,ECommerce,New Delhi,Trifecta Capital,Private Equity,1800000.0,2016,0.18
Just Buy Live,ECommerce,Mumbai,Alpha Capital,Private Equity,20000000.0,2016,2.0
Moodoo,Consumer Internet,Mumbai / UK,Saïd Business School Seed Fund.,Seed Funding,40000.0,2016,0.004
IMbesharam,ECommerce,New Delhi / US,Undisclosed US Based Investors,Private Equity,4000000.0,2016,0.4
DailyObjects,ECommerce,New Delhi,"Unilazer Fund,  Phanindra Sama, Peyush Bansal",Private Equity,1400000.0,2016,0.14
Swiggy,Consumer Internet,Bangalore,"Harmony Partners, RB Investments & existing investors",Private Equity,35000000.0,2016,3.5
Indus OS,Technology,Mumbai,"Omidyar Network,",Private Equity,5000000.0,2016,0.5
CollegeDunia,Consumer Internet,New Delhi,Umang Kumar,Seed Funding,445000.0,2016,0.0445
Villgro,Finance,Chennai,"Lemelson Foundation, Michael and Susan Dell Foundation",Private Equity,3500000.0,2016,0.35
Kartrocket,Consumer Internet,New Delhi,"Bertelsmann India Investments, Nirvana Digital India Fund, Nirvana Digital Investment Holding, 500 Startups",Private Equity,6000000.0,2016,0.6
Fitso,Consumer Internet,Gurgaon,"Varun Khurana, Samar Singla, Vinay Bansal,",Seed Funding,200000.0,2016,0.02
Orahi,Consumer Internet,Gurgaon,Indian Angel Network,Seed Funding,520000.0,2016,0.052
CarTrade,Consumer Internet,Mumbai,"Temasek Holdings, March Capital, Warburg Pincus",Private Equity,145000000.0,2016,14.5
Rentomo,Consumer Internet,Bangalore,Shiva Ashok & Other unnamed investors,Seed Funding,100000.0,2016,0.01
Roder,Consumer Internet,New Delhi,Unicorn India Ventures,Seed Funding,240000.0,2016,0.024
Care24,Healthcare,Mumbai,"SAIF Partners, India Quotient",Private Equity,4000000.0,2016,0.4
Shopclues,ECommerce,Gurgaon,"GIC, Tiger Global Management, Nexus Venture Partners",Private Equity,100000000.0,2016,10.0
iBus Networks,Technology,Bangalore,"Vallabh Bhanshali, N Squared Management LLC, Jagdish & Sandeep Mehta Family Office",Private Equity,2300000.0,2016,0.23
Happy2Refer,Consumer Internet,Mumbai,"Equity Crest, Vinners, Sparknext",Seed Funding,250000.0,2016,0.025
SavvyMob,ECommerce,Bangalore,"TV Mohandas Pai, LetsVenture",Seed Funding,1000000.0,2016,0.1
FreshMenu,Consumer Internet,Bangalore,"Zodius Capital, Lightspeed Venture Partners",Private Equity,16500000.0,2016,1.65
Koovs,ECommerce,Gurgaon,"Nahata Family, Waheed Alli",Private Equity,5400000.0,2016,0.54
ConfirmTKT,Consumer Internet,Bangalore,"Krishna Jhujhunwala, Dr. Apoorv Ranjan Sharma, Anirudh Damani, Anand Ladsariya, Sanjay Mehta & Others",Seed Funding,250000.0,2016,0.025
Gyaanzone,Education,Mumbai,GBIM Technologies Pvt Ltd,Seed Funding,45000.0,2016,0.0045
Melorra,ECommerce,Bangalore,Lightbox Ventures,Private Equity,5000000.0,2016,0.5
MakeMyTrip,Consumer Internet,Gurgaon,Ctrip.com International Ltd,Private Equity,180000000.0,2016,18.0
Infurnia,Consumer Internet,Bangalore,Idein Ventures,Seed Funding,160000.0,2016,0.016
Myly,Education,Jaipur,Newbie Promoter Pvt Ltd,Seed Funding,100000.0,2016,0.01
MyCity4Kids,Education,Gurgaon,"SIDBI Venture Capital Limited, YourNest Angel Fund",Private Equity,3000000.0,2016,0.3
"PlanMy
MedicalTrip",Healthcare,Pune,"Bhanu Vikram Parsotam, Rohan Desai and Paras Patel",Seed Funding,150000.0,2016,0.015
Zebpay,Consumer Internet,Ahmedabad,"Arjun Handa, Amit Jindal, Nagendra Chaudhary",Private Equity,1000000.0,2016,0.1
Sensara,Technology,Bangalore,"Lalitesh Katragadda,  Ganayantrika Systems",Seed Funding,750000.0,2016,0.075
Justdakhila.com,Education,New Delhi,Ankur Gupta,Seed Funding,750000.0,2016,0.075
MyChild App,Education,Bhopal,"Samir Bangara, Anisha Mittal, Amit Gupta, Pallav Nadhani, Lalit Mangal, Arihant Patni, Dr. Ritesh Malik, Deobrat Singh, Saurab Paruthi, Singapore Angel Network.",Seed Funding,100000.0,2016,0.01
360Ride,Consumer Internet,Bangalore,Unknown,Seed Funding,150000.0,2016,0.015
"Alef
Mobitech",Consumer Internet,Mumbai,Tata Capital Innovation Fund,Private Equity,5000000.0,2016,0.5
B9 Beverages,Food & Beverage,New Delhi,"Sequoia Capital, Kunal Bahl, Rohit Bansal, Deepinder Goyal, Ashish Dhawan, Mayank Singhal",Private Equity,6000000.0,2016,0.6
Hotify,Unknown,Bangalore,Mahavir Pratap Sharma,Seed Funding,150000.0,2015,0.015
MobiKwik,Unknown,Gurgaon,"Sequoia Capital, Tree Line Asia, Innoven Capital",Private Equity,6600000.0,2015,0.66
Bumper,Unknown,Bangalore,SAIF Partners,Seed Funding,500000.0,2015,0.05
Town Essentials,Unknown,Bangalore,"Sharad Hegde, Girish Reddy, Siddharth Patil, Shrikant Patil",Seed Funding,1000000.0,2015,0.1
Black White Orange,Unknown,Mumbai,Collaborative Licensing Ventures LLP,Seed Funding,303000.0,2015,0.0303
Canvera,Unknown,Bangalore,Info Edge (India) Ltd,Private Equity,2200000.0,2015,0.22
Shotang.com,Unknown,Bangalore,"Exfinity Venture Partners, Unitus Impact Livelihoods Fund",Private Equity,5000000.0,2015,0.5
Mech Mocha,Unknown,Bangalore,"Blume Ventures, Flipkart",Seed Funding,1000000.0,2015,0.1
Arya.ai,Unknown,Mumbai,"YourNest Angel Fund, Venture Nursery",Private Equity,750000.0,2015,0.075
LatestOne,Unknown,Hyderabad,Palred Technologies Ltd,Private Equity,3000000.0,2015,0.3
Doctor Insta,Unknown,Gurgaon,"Rishi Parti, BrahmaX Ventures",Private Equity,500000.0,2015,0.05
MobieFit,Unknown,Goa,Medi Assist,Private Equity,1000000.0,2015,0.1
KOOH Sports,Unknown,Mumbai,"TCS, HDFC, Faering Capital, Elevate Sports",Private Equity,2000000.0,2015,0.2
Peppertap,Unknown,Gurgaon,Innoven Capital,Private Equity,4000000.0,2015,0.4
TruckMandi,Unknown,New Delhi,"Ritesh Dwivedy, Ramakant Sharma, Mount Nathan Advisors",Private Equity,2000000.0,2015,0.2
CBREX,Unknown,Mumbai / NY,"Prahlad Rao, Sundara Rajan, Vikram Chachra",Seed Funding,200000.0,2015,0.02
Ampere Vehicles,Unknown,Coimbatore,Kris Gopalakrishnan & Others,Seed Funding,1200000.0,2015,0.12
Rivigo,Unknown,Gurgaon,SAIF Partners and others,Private Equity,30000000.0,2015,3.0
Springboard,Unknown,Bangalore,"Allen Blue, John Katzman, Naveen Tewari, Kartik Hosanagar, Kashyap Deorah, 500 Startups, Blue Fog Capital",Seed Funding,1700000.0,2015,0.17
Bluebirch,Unknown,Bangalore,"Chicago Capital Ventures, Sanjay Mehta, Others",Seed Funding,2000000.0,2015,0.2
Housejoy,Unknown,Bangalore,"Amazon, Vertex Ventures, Qualcomm, Ru-Net Technology Partners, Matrix Partners",Private Equity,22500000.0,2015,2.25
MeraDoctor,Unknown,Mumbai,Unilazer,Private Equity,1200000.0,2015,0.12
Streamoid,Unknown,Bangalore / Palo Alto,Unknown,Seed Funding,1000000.0,2015,0.1
Cabsguru,Unknown,New Delhi,Prashanth Ranganathan,Seed Funding,200000.0,2015,0.02
Capricoast,Unknown,Bangalore,"Accel Partners India, RB Investments",Private Equity,3500000.0,2015,0.35
Whoop,Unknown,Boston,Infosys,Private Equity,3000000.0,2015,0.3
OnlineRTI,Unknown,Bangalore,"LetsVenture, Mohandas Pai",Seed Funding,150000.0,2015,0.015
Weddingz.in,Unknown,Mumbai,"Rajan Anandan, Zoya Akhtar, Reema Kagati, Ruchi Narain, Amrish Kumar, Hrishikesh Parandekar",Seed Funding,1000000.0,2015,0.1
EureQa,Unknown,Hyderabad/USA,"Sashi Reddi, Gabriel Investments",Seed Funding,600000.0,2015,0.06
Holisol Logistics,Unknown,New Delhi,CLSA Capital Partners ARIA IV Funds,Private Equity,10000000.0,2015,1.0
HomeStudio,Unknown,Bangalore,Bren Corporation,Private Equity,5000000.0,2015,0.5
PropheSee,Unknown,New Delhi,"Indian Angel Network, Stanford Angels, Entrepreneurs India",Seed Funding,500000.0,2015,0.05
i2e1,Unknown,New Delhi,GrowX Ventures,Seed Funding,500000.0,2015,0.05
BlackBuck,Unknown,Bangalore,"Tiger Global Management, Yuri Milner, Apoletto, Accel Partners, Flipkart",Private Equity,25000000.0,2015,2.5
Chillr,Unknown,Mumbai,"Sequoia Capital, Blume Ventures, Uniqorn Ventures and other",Private Equity,70000000.0,2015,7.0
Paynear,Unknown,Hyderabad,Mitesh Majithia,Private Equity,2500000.0,2015,0.25
